,index,CTYNAME,GDP2019,CTYNAME,POPESTIMATE2019
2036,2072.0,Divide,"229,168",Dickey County,4851
2037,2073.0,Dunn,"1,758,400",Divide County,2244
2038,2074.0,Eddy,"143,370",Dunn County,4412
2039,2075.0,Emmons,"160,586",Eddy County,2241
2040,2076.0,Foster,"215,873",Emmons County,3235
2041,2077.0,Golden Valley,"72,750",Foster County,3217
2042,2078.0,Grand Forks,"3,671,954",Golden Valley County,1762
2043,2079.0,Grant,"102,881",Grand Forks County,69670
2044,2080.0,Griggs,"151,116",Grant County,2272
2045,2081.0,Hettinger,"83,072",Griggs County,2218
2046,2082.0,Kidder,"134,890",Hettinger County,2521
2047,2083.0,LaMoure,"272,131",Kidder County,2481
2048,2084.0,Logan,"126,662",LaMoure County,4049
2049,2085.0,McHenry,"244,930",Logan County,1851
2050,2086.0,McIntosh,"154,171",McHenry County,5753
2051,2087.0,McKenzie,"4,795,079",McIntosh County,2473
2052,2088.0,McLean,"746,808",McKenzie County,15038
2053,2089.0,Mercer,"965,612",McLean County,9440
2054,2090.0,Morton,"1,404,653",Mercer County,8228
2055,2091.0,Mountrail,"2,199,936",Morton County,31301
2056,2092.0,Nelson,"147,301",Mountrail County,10507
2057,2093.0,Oliver,"248,906",Nelson County,2856
2058,2094.0,Pembina,"438,265",Oliver County,1951
2059,2095.0,Pierce,"196,952",Pembina County,6754
2060,2096.0,Ramsey,"539,065",Pierce County,3997
2061,2097.0,Ransom,"256,787",Ramsey County,11488
2062,2098.0,Renville,"203,034",Ransom County,5217
2063,2099.0,Richland,"761,569",Renville County,2324
2064,2100.0,Rolette,"360,612",Richland County,16187
2065,2101.0,Sargent,"739,117",Rolette County,14271
2066,2102.0,Sheridan,"35,310",Sargent County,3950
2067,2103.0,Sioux,"127,920",Sheridan County,1295
2068,2104.0,Slope,"35,787",Sioux County,4259
2069,2105.0,Stark,"2,713,543",Slope County,754
2070,2106.0,Steele,"139,892",Stark County,31483
2071,2107.0,Stutsman,"1,207,943",Steele County,1900
2072,2108.0,Towner,"144,870",Stutsman County,20695
2073,2109.0,Traill,"409,237",Towner County,2166
2074,2110.0,Walsh,"520,824",Traill County,8037
2075,2111.0,Ward,"3,674,337",Walsh County,10574
2076,2112.0,Wells,"255,482",Ward County,68449
2077,2113.0,Williams,"5,889,101",Wells County,3794
2078,2115.0,Ohio,"611,145,828",Williams County,37897
2079,2116.0,Adams,"676,075",Ohio,11696507
2080,2117.0,Allen,"7,609,990",Adams County,27640
2081,2118.0,Ashland,"1,571,769",Allen County,102450
2082,2119.0,Ashtabula,"2,840,510",Ashland County,53418
2083,2120.0,Athens,"1,922,638",Ashtabula County,97088
2084,2121.0,Auglaize,"2,130,147",Athens County,65582
2085,2122.0,Belmont,"3,491,157",Auglaize County,45610
2086,2123.0,Brown,"791,076",Belmont County,66979
2087,2124.0,Butler,"20,352,075",Brown County,43473
2088,2125.0,Carroll,"1,747,199",Butler County,383603
2089,2126.0,Champaign,"1,055,040",Carroll County,26984
2090,2127.0,Clark,"4,170,098",Champaign County,38930
2091,2128.0,Clermont,"7,995,057",Clark County,134315
2092,2129.0,Clinton,"2,009,028",Clermont County,206851
2093,2130.0,Columbiana,"2,838,421",Clinton County,42002
2094,2131.0,Coshocton,"1,275,315",Columbiana County,101794
2095,2132.0,Crawford,"1,205,130",Coshocton County,36549
2096,2133.0,Cuyahoga,"88,091,046",Crawford County,41396
2097,2134.0,Darke,"1,940,431",Cuyahoga County,1235574
2098,2135.0,Defiance,"1,610,831",Darke County,51181
2099,2136.0,Delaware,"11,647,346",Defiance County,37978
2100,2137.0,Erie,"4,188,165",Delaware County,209768
2101,2138.0,Fairfield,"4,149,898",Erie County,74179
2102,2139.0,Fayette,"2,038,357",Fairfield County,157703
2103,2140.0,Franklin,"88,618,482",Fayette County,28486
2104,2141.0,Fulton,"1,860,781",Franklin County,1318766
2105,2142.0,Gallia,"2,005,567",Fulton County,42175
2106,2143.0,Geauga,"4,002,891",Gallia County,29850
2107,2144.0,Greene,"9,224,293",Geauga County,93494
2108,2145.0,Guernsey,"2,184,402",Greene County,169354
2109,2146.0,Hamilton,"69,804,258",Guernsey County,38876
2110,2147.0,Hancock,"4,911,907",Hamilton County,818653
2111,2148.0,Hardin,"854,811",Hancock County,75690
2112,2149.0,Harrison,"1,337,127",Hardin County,31369
2113,2150.0,Henry,"1,320,270",Harrison County,15053
2114,2151.0,Highland,"1,146,696",Henry County,26942
2115,2152.0,Hocking,"586,180",Highland County,43123
2116,2153.0,Holmes,"2,328,710",Hocking County,28240
2117,2154.0,Huron,"2,067,631",Holmes County,44021
2118,2155.0,Jackson,"913,403",Huron County,58269
2119,2156.0,Jefferson,"3,384,444",Jackson County,32372
2120,2157.0,Knox,"1,964,283",Jefferson County,65494
2121,2158.0,Lake,"10,484,808",Knox County,62239
2122,2159.0,Lawrence,"1,638,420",Lake County,229739
2123,2160.0,Licking,"6,139,993",Lawrence County,59556
2124,2161.0,Logan,"1,907,541",Licking County,177174
2125,2162.0,Lorain,"9,796,854",Logan County,45594
2126,2163.0,Lucas,"24,340,091",Lorain County,310100
2127,2164.0,Madison,"1,731,246",Lucas County,428888
2128,2165.0,Mahoning,"8,612,788",Madison County,44812
2129,2166.0,Marion,"2,566,570",Mahoning County,227510
2130,2167.0,Medina,"7,019,210",Marion County,65057
2131,2168.0,Meigs,"361,413",Medina County,180121
2132,2169.0,Mercer,"2,250,202",Meigs County,22868
2133,2170.0,Miami,"4,018,925",Mercer County,41255
2134,2171.0,Monroe,"1,579,379",Miami County,106995
2135,2172.0,Montgomery,"26,948,046",Monroe County,13708
2136,2173.0,Morgan,"300,694",Montgomery County,532139
2137,2174.0,Morrow,"630,316",Morgan County,14505
2138,2175.0,Muskingum,"3,504,413",Morrow County,35342
2139,2176.0,Noble,"644,760",Muskingum County,86042
2140,2177.0,Ottawa,"1,919,152",Noble County,14451
2141,2178.0,Paulding,"544,869",Ottawa County,40532
2142,2179.0,Perry,"693,234",Paulding County,18672
2143,2180.0,Pickaway,"1,626,336",Perry County,36127
2144,2181.0,Pike,"1,030,400",Pickaway County,58521
2145,2182.0,Portage,"5,815,430",Pike County,27784
2146,2183.0,Preble,"1,055,478",Portage County,162426
2147,2184.0,Putnam,"1,155,047",Preble County,40848
2148,2185.0,Richland,"4,260,557",Putnam County,33843
2149,2186.0,Ross,"2,567,438",Richland County,121384
2150,2187.0,Sandusky,"2,717,892",Ross County,76613
2151,2188.0,Scioto,"2,836,436",Sandusky County,58520
2152,2189.0,Seneca,"1,812,006",Scioto County,75051
2153,2190.0,Shelby,"2,944,859",Seneca County,55220
2154,2191.0,Stark,"15,521,319",Shelby County,48592
2155,2192.0,Summit,"27,899,611",Stark County,370723
2156,2193.0,Trumbull,"6,629,083",Summit County,540814
2157,2194.0,Tuscarawas,"3,516,060",Trumbull County,198069
2158,2195.0,Union,"4,068,912",Tuscarawas County,91993
2159,2196.0,Van Wert,"1,207,761",Union County,59054
2160,2197.0,Vinton,"281,099",Van Wert County,28231
2161,2198.0,Warren,"11,575,795",Vinton County,13028
2162,2199.0,Washington,"3,285,666",Warren County,235601
2163,2200.0,Wayne,"5,994,369",Washington County,60018
2164,2201.0,Williams,"1,683,211",Wayne County,115824
2165,2202.0,Wood,"6,878,112",Williams County,36765
2166,2203.0,Wyandot,"961,513",Wood County,131089
2167,2205.0,Oklahoma,"200,710,889",Wyandot County,21796
2168,2206.0,Adair,"417,867",Oklahoma,3960676
2169,2207.0,Alfalfa,"242,968",Adair County,22224
2170,2208.0,Atoka,"289,100",Alfalfa County,5664
2171,2209.0,Beaver,"411,176",Atoka County,13738
2172,2210.0,Beckham,"1,091,816",Beaver County,5308
2173,2211.0,Blaine,"456,452",Beckham County,21834
2174,2212.0,Bryan,"1,481,548",Blaine County,9457
2175,2213.0,Caddo,"766,531",Bryan County,48089
2176,2214.0,Canadian,"4,217,922",Caddo County,28927
2177,2215.0,Carter,"2,943,404",Canadian County,148635
2178,2216.0,Cherokee,"1,096,576",Carter County,48328
2179,2217.0,Choctaw,"326,547",Cherokee County,48819
2180,2218.0,Cimarron,"234,904",Choctaw County,14642
2181,2219.0,Cleveland,"7,509,821",Cimarron County,2148
2182,2220.0,Coal,"150,066",Cleveland County,284537
2183,2221.0,Comanche,"4,496,998",Coal County,5511
2184,2222.0,Cotton,"148,526",Comanche County,121224
2185,2223.0,Craig,"433,544",Cotton County,5650
2186,2224.0,Creek,"1,919,876",Craig County,14110
2187,2225.0,Custer,"1,569,782",Creek County,71362
2188,2226.0,Delaware,"878,172",Custer County,28913
2189,2227.0,Dewey,"320,634",Delaware County,43011
2190,2228.0,Ellis,"255,649",Dewey County,4896
2191,2229.0,Garfield,"3,154,279",Ellis County,3865
2192,2230.0,Garvin,"1,446,603",Garfield County,61332
2193,2231.0,Grady,"1,550,640",Garvin County,27687
2194,2232.0,Grant,"438,731",Grady County,55764
2195,2233.0,Greer,"95,452",Grant County,4328
2196,2234.0,Harmon,"89,148",Greer County,5698
2197,2235.0,Harper,"272,543",Harmon County,2645
2198,2236.0,Haskell,"344,715",Harper County,3707
2199,2237.0,Hughes,"601,288",Haskell County,12670
2200,2238.0,Jackson,"979,448",Hughes County,13240
2201,2239.0,Jefferson,"111,155",Jackson County,24431
2202,2240.0,Johnston,"357,122",Jefferson County,5988
2203,2241.0,Kay,"1,639,011",Johnston County,11055
2204,2242.0,Kingfisher,"1,222,666",Kay County,43668
2205,2243.0,Kiowa,"246,785",Kingfisher County,15899
2206,2244.0,Latimer,"342,772",Kiowa County,8725
2207,2245.0,Le Flore,"1,313,348",Latimer County,10044
2208,2246.0,Lincoln,"755,043",Le Flore County,49804
2209,2247.0,Logan,"683,730",Lincoln County,34939
2210,2248.0,Love,"406,828",Logan County,48084
2211,2249.0,McClain,"1,065,980",Love County,10177
2212,2250.0,McCurtain,"951,348",McClain County,40466
2213,2251.0,McIntosh,"340,975",McCurtain County,32748
2214,2252.0,Major,"391,866",McIntosh County,19595
2215,2253.0,Marshall,"434,395",Major County,7630
2216,2254.0,Mayes,"1,726,329",Marshall County,16946
2217,2255.0,Murray,"501,021",Mayes County,41136
2218,2256.0,Muskogee,"2,575,597",Murray County,14081
2219,2257.0,Noble,"618,191",Muskogee County,68097
2220,2258.0,Nowata,"180,998",Noble County,11168
2221,2259.0,Okfuskee,"211,732",Nowata County,10123
2222,2260.0,Oklahoma,"65,949,046",Okfuskee County,11956
2223,2261.0,Okmulgee,"752,133",Oklahoma County,797563
2224,2262.0,Osage,"949,206",Okmulgee County,38417
2225,2263.0,Ottawa,"937,403",Osage County,46942
2226,2264.0,Pawnee,"370,212",Ottawa County,31180
2227,2265.0,Payne,"3,090,988",Pawnee County,16379
2228,2266.0,Pittsburg,"1,718,930",Payne County,81683
2229,2267.0,Pontotoc,"1,797,809",Pittsburg County,43673
2230,2268.0,Pottawatomie,"2,087,322",Pontotoc County,38352
2231,2269.0,Pushmataha,"194,806",Pottawatomie County,72703
2232,2270.0,Roger Mills,"131,089",Pushmataha County,11030
2233,2271.0,Rogers,"3,002,177",Roger Mills County,3593
2234,2272.0,Seminole,"696,527",Rogers County,92616
2235,2273.0,Sequoyah,"708,602",Seminole County,24321
2236,2274.0,Stephens,"1,531,147",Sequoyah County,41599
2237,2275.0,Texas,"2,065,674",Stephens County,43258
2238,2276.0,Tillman,"200,036",Texas County,20216
2239,2277.0,Tulsa,"46,402,824",Tillman County,7260
2240,2278.0,Wagoner,"1,210,016",Tulsa County,652166
2241,2279.0,Washington,"8,071,322",Wagoner County,81466
2242,2280.0,Washita,"229,878",Washington County,51665
2243,2281.0,Woods,"924,107",Washita County,10943
2244,2282.0,Woodward,"1,141,278",Woods County,8790
2245,2284.0,Oregon,"219,458,180",Woodward County,20138
2246,2285.0,Baker,"570,733",Oregon,4216116
2247,2286.0,Benton,"4,245,769",Baker County,16123
2248,2287.0,Clackamas,"19,744,336",Benton County,93114
2249,2288.0,Clatsop,"1,681,997",Clackamas County,418199
2250,2289.0,Columbia,"1,217,766",Clatsop County,40208
2251,2290.0,Coos,"2,160,263",Columbia County,52614
2252,2291.0,Crook,"787,352",Coos County,64677
2253,2292.0,Curry,"603,039",Crook County,24388
2254,2293.0,Deschutes,"9,284,048",Curry County,22981
2255,2294.0,Douglas,"3,310,833",Deschutes County,197417
2256,2295.0,Gilliam,"232,782",Douglas County,110926
2257,2296.0,Grant,"234,926",Gilliam County,1911
2258,2297.0,Harney,"264,222",Grant County,7166
2259,2298.0,Hood River,"1,149,057",Harney County,7375
2260,2299.0,Jackson,"8,350,110",Hood River County,23347
2261,2300.0,Jefferson,"705,541",Jackson County,220815
2262,2301.0,Josephine,"2,670,798",Jefferson County,24647
2263,2302.0,Klamath,"2,203,273",Josephine County,87679
2264,2303.0,Lake,"300,170",Klamath County,68343
2265,2304.0,Lane,"14,544,223",Lake County,7939
2266,2305.0,Lincoln,"1,670,338",Lane County,382064
2267,2306.0,Linn,"4,510,279",Lincoln County,50125
2268,2307.0,Malheur,"1,266,511",Linn County,129598
2269,2308.0,Marion,"14,729,542",Malheur County,30698
2270,2309.0,Morrow,"1,551,074",Marion County,347557
2271,2310.0,Multnomah,"61,251,557",Morrow County,11607
2272,2311.0,Polk,"1,856,307",Multnomah County,812439
2273,2312.0,Sherman,"493,930",Polk County,85851
2274,2313.0,Tillamook,"1,140,547",Sherman County,1790
2275,2314.0,Umatilla,"3,068,525",Tillamook County,27132
2276,2315.0,Union,"906,884",Umatilla County,77744
2277,2316.0,Wallowa,"319,951",Union County,26733
2278,2317.0,Wasco,"1,464,139",Wallowa County,7169
2279,2318.0,Washington,"47,505,126",Wasco County,26532
2280,2319.0,Wheeler,"28,627",Washington County,600933
2281,2320.0,Yamhill,"3,496,552",Wheeler County,1348
2282,2322.0,Pennsylvania,"716,173,363",Yamhill County,106927
2283,2323.0,Adams,"3,533,399",Pennsylvania,12798883
2284,2324.0,Allegheny,"92,679,155",Adams County,102776
2285,2325.0,Armstrong,"2,181,021",Allegheny County,1215716
2286,2326.0,Beaver,"6,696,675",Armstrong County,64699
2287,2327.0,Bedford,"1,458,105",Beaver County,163956
2288,2328.0,Berks,"18,821,349",Bedford County,47913
2289,2329.0,Blair,"5,569,660",Berks County,420375
2290,2330.0,Bradford,"4,139,909",Blair County,121942
2291,2331.0,Bucks,"32,056,346",Bradford County,60429
2292,2332.0,Butler,"10,498,745",Bucks County,628497
2293,2333.0,Cambria,"4,355,292",Butler County,188313
2294,2334.0,Cameron,"187,563",Cambria County,130107
2295,2335.0,Carbon,"2,421,193",Cameron County,4425
2296,2336.0,Centre,"8,146,866",Carbon County,64125
2297,2337.0,Chester,"41,680,136",Centre County,162095
2298,2338.0,Clarion,"1,167,936",Chester County,525059
2299,2339.0,Clearfield,"2,654,464",Clarion County,38498
2300,2340.0,Clinton,"1,627,259",Clearfield County,79183
2301,2341.0,Columbia,"2,331,480",Clinton County,38302
2302,2342.0,Crawford,"2,890,055",Columbia County,65020
2303,2343.0,Cumberland,"15,021,849",Crawford County,84421
2304,2344.0,Dauphin,"20,896,156",Cumberland County,253133
2305,2345.0,Delaware,"32,541,633",Dauphin County,278427
2306,2346.0,Elk,"1,502,305",Delaware County,566506
2307,2347.0,Erie,"10,774,020",Elk County,29894
2308,2348.0,Fayette,"4,451,439",Erie County,269529
2309,2349.0,Forest,"231,469",Fayette County,129422
2310,2350.0,Franklin,"5,794,152",Forest County,7030
2311,2351.0,Fulton,"661,972",Franklin County,155522
2312,2352.0,Greene,"3,610,010",Fulton County,14502
2313,2353.0,Huntingdon,"1,261,792",Greene County,36062
2314,2354.0,Indiana,"3,898,364",Huntingdon County,44894
2315,2355.0,Jefferson,"1,546,964",Indiana County,84022
2316,2356.0,Juniata,"766,389",Jefferson County,43299
2317,2357.0,Lackawanna,"9,105,401",Juniata County,24760
2318,2358.0,Lancaster,"27,221,966",Lackawanna County,209808
2319,2359.0,Lawrence,"2,888,592",Lancaster County,545441
2320,2360.0,Lebanon,"5,646,467",Lawrence County,85504
2321,2361.0,Lehigh,"22,026,218",Lebanon County,141318
2322,2362.0,Luzerne,"14,304,135",Lehigh County,369308
2323,2363.0,Lycoming,"5,863,791",Luzerne County,317438
2324,2364.0,McKean,"2,111,900",Lycoming County,113581
2325,2365.0,Mercer,"4,119,015",McKean County,40631
2326,2366.0,Mifflin,"1,650,740",Mercer County,109296
2327,2367.0,Monroe,"6,805,911",Mifflin County,46090
2328,2368.0,Montgomery,"72,843,397",Monroe County,170083
2329,2369.0,Montour,"1,801,234",Montgomery County,830397
2330,2370.0,Northampton,"14,450,931",Montour County,18181
2331,2371.0,Northumberland,"2,767,067",Northampton County,305515
2332,2372.0,Perry,"898,805",Northumberland County,90684
2333,2373.0,Philadelphia,"101,583,536",Perry County,46326
2334,2374.0,Pike,"1,325,741",Philadelphia County,1584439
2335,2375.0,Potter,"970,446",Pike County,55826
2336,2376.0,Schuylkill,"4,655,557",Potter County,16545
2337,2377.0,Snyder,"1,480,647",Schuylkill County,141166
2338,2378.0,Somerset,"2,472,106",Snyder County,40393
2339,2379.0,Sullivan,"416,371",Somerset County,73442
2340,2380.0,Susquehanna,"3,382,829",Sullivan County,5959
2341,2381.0,Tioga,"1,837,795",Susquehanna County,40241
2342,2382.0,Union,"1,727,604",Tioga County,40665
2343,2383.0,Venango,"1,851,359",Union County,44498
2344,2384.0,Warren,"1,695,807",Venango County,50875
2345,2385.0,Washington,"12,850,426",Warren County,39171
2346,2386.0,Wayne,"1,700,481",Washington County,206866
2347,2387.0,Westmoreland,"14,007,579",Wayne County,51271
2348,2388.0,Wyoming,"1,871,231",Westmoreland County,348941
2349,2389.0,York,"19,507,531",Wyoming County,26790
2350,2391.0,Rhode Island,"53,225,004",York County,449341
2351,2392.0,Bristol,"1,683,750",Rhode Island,1058158
2352,2393.0,Kent,"8,560,577",Bristol County,48527
2353,2394.0,Newport,"5,613,667",Kent County,164233
2354,2395.0,Providence,"31,288,217",Newport County,82472
2355,2396.0,Washington,"6,079,187",Providence County,637052
2356,2398.0,South Carolina,"212,482,841",Washington County,125874
2357,2399.0,Abbeville,"555,357",South Carolina,5157702
2358,2400.0,Aiken,"6,322,998",Abbeville County,24584
2359,2401.0,Allendale,"242,846",Aiken County,171300
2360,2402.0,Anderson,"6,476,827",Allendale County,8627
2361,2403.0,Bamberg,"303,952",Anderson County,202424
2362,2404.0,Barnwell,"457,005",Bamberg County,14108
2363,2405.0,Beaufort,"7,240,257",Barnwell County,20924
2364,2406.0,Berkeley,"7,687,113",Beaufort County,192638
2365,2407.0,Calhoun,"559,099",Berkeley County,228952
2366,2408.0,Charleston,"28,844,174",Calhoun County,14513
2367,2409.0,Cherokee,"1,615,774",Charleston County,412615
2368,2410.0,Chester,"1,052,713",Cherokee County,57331
2369,2411.0,Chesterfield,"1,467,660",Chester County,32186
2370,2412.0,Clarendon,"553,768",Chesterfield County,45631
2371,2413.0,Colleton,"845,706",Clarendon County,33803
2372,2414.0,Darlington,"2,464,190",Colleton County,37705
2373,2415.0,Dillon,"713,866",Darlington County,66656
2374,2416.0,Dorchester,"3,519,077",Dillon County,30352
2375,2417.0,Edgefield,"548,775",Dorchester County,163517
2376,2418.0,Fairfield,"931,448",Edgefield County,27349
2377,2419.0,Florence,"6,453,953",Fairfield County,22322
2378,2420.0,Georgetown,"2,229,221",Florence County,138128
2379,2421.0,Greenville,"29,356,973",Georgetown County,63025
2380,2422.0,Greenwood,"2,678,257",Greenville County,524748
2381,2423.0,Hampton,"419,985",Greenwood County,70963
2382,2424.0,Horry,"12,120,018",Hampton County,19316
2383,2425.0,Jasper,"1,070,141",Horry County,354418
2384,2426.0,Kershaw,"1,737,210",Jasper County,30294
2385,2427.0,Lancaster,"3,776,995",Kershaw County,66748
2386,2428.0,Laurens,"1,984,183",Lancaster County,98280
2387,2429.0,Lee,"313,216",Laurens County,67448
2388,2430.0,Lexington,"11,884,870",Lee County,16856
2389,2431.0,McCormick,"197,191",Lexington County,299421
2390,2432.0,Marion,"540,407",McCormick County,9462
2391,2433.0,Marlboro,"697,636",Marion County,30565
2392,2434.0,Newberry,"1,291,771",Marlboro County,26157
2393,2435.0,Oconee,"3,448,404",Newberry County,38408
2394,2436.0,Orangeburg,"2,547,232",Oconee County,79450
2395,2437.0,Pickens,"3,635,371",Orangeburg County,86231
2396,2438.0,Richland,"22,775,429",Pickens County,126974
2397,2439.0,Saluda,"428,135",Richland County,417027
2398,2440.0,Spartanburg,"14,258,341",Saluda County,20381
2399,2441.0,Sumter,"3,755,023",Spartanburg County,320254
2400,2442.0,Union,"700,556",Sumter County,106635
2401,2443.0,Williamsburg,"695,821",Union County,27221
2402,2444.0,York,"11,138,919",Williamsburg County,30256
2403,2446.0,South Dakota,"46,640,966",York County,281499
2404,2447.0,Aurora,"80,255",South Dakota,887127
2405,2448.0,Beadle,"856,850",Aurora County,2749
2406,2449.0,Bennett,"108,223",Beadle County,18389
2407,2450.0,Bon Homme,"212,724",Bennett County,3364
2408,2451.0,Brookings,"1,921,272",Bon Homme County,6911
2409,2452.0,Brown,"2,025,125",Brookings County,35463
2410,2453.0,Brule,"231,258",Brown County,38883
2411,2454.0,Buffalo,"95,644",Brule County,5222
2412,2455.0,Butte,"287,903",Buffalo County,1982
2413,2456.0,Campbell,"73,995",Butte County,10418
2414,2457.0,Charles Mix,"428,173",Campbell County,1380
2415,2458.0,Clark,"168,933",Charles Mix County,9286
2416,2459.0,Clay,"532,523",Clark County,3740
2417,2460.0,Codington,"1,328,019",Clay County,14096
2418,2461.0,Corson,"79,999",Codington County,28092
2419,2462.0,Custer,"216,878",Corson County,4076
2420,2463.0,Davison,"1,058,480",Custer County,8929
2421,2464.0,Day,"237,473",Davison County,19865
2422,2465.0,Deuel,"274,706",Day County,5414
2423,2466.0,Dewey,"203,315",Deuel County,4334
2424,2467.0,Douglas,"216,830",Dewey County,5872
2425,2468.0,Edmunds,"212,088",Douglas County,2911
2426,2469.0,Fall River,"230,659",Edmunds County,3857
2427,2470.0,Faulk,"168,855",Fall River County,6688
2428,2471.0,Grant,"492,115",Faulk County,2307
2429,2472.0,Gregory,"145,011",Grant County,7102
2430,2473.0,Haakon,"88,474",Gregory County,4183
2431,2474.0,Hamlin,"231,173",Haakon County,1866
2432,2475.0,Hand,"161,528",Hamlin County,6224
2433,2476.0,Hanson,"140,765",Hand County,3170
2434,2477.0,Harding,"75,653",Hanson County,3463
2435,2478.0,Hughes,"1,135,030",Harding County,1307
2436,2479.0,Hutchinson,"395,561",Hughes County,17487
2437,2480.0,Hyde,"79,843",Hutchinson County,7287
2438,2481.0,Jackson,"57,679",Hyde County,1295
2439,2482.0,Jerauld,"123,989",Jackson County,3335
2440,2483.0,Jones,"57,202",Jerauld County,2014
2441,2484.0,Kingsbury,"283,679",Jones County,911
2442,2485.0,Lake,"552,493",Kingsbury County,4907
2443,2486.0,Lawrence,"1,002,764",Lake County,12769
2444,2487.0,Lincoln,"2,627,093",Lawrence County,25908
2445,2488.0,Lyman,"159,597",Lincoln County,61235
2446,2489.0,McCook,"252,856",Lyman County,3787
2447,2490.0,McPherson,"115,509",McCook County,5560
2448,2491.0,Marshall,"274,750",McPherson County,2388
2449,2492.0,Meade,"746,302",Marshall County,4913
2450,2493.0,Mellette,"31,209",Meade County,28469
2451,2494.0,Miner,"104,033",Mellette County,2068
2452,2495.0,Minnehaha,"15,376,173",Miner County,2221
2453,2496.0,Moody,"326,029",Minnehaha County,194153
2454,2497.0,Oglala Lakota,"298,487",Moody County,6555
2455,2498.0,Pennington,"5,059,001",Oglala Lakota County,14171
2456,2499.0,Perkins,"115,552",Pennington County,114407
2457,2500.0,Potter,"144,206",Perkins County,2833
2458,2501.0,Roberts,"314,949",Potter County,2149
2459,2502.0,Sanborn,"137,936",Roberts County,10399
2460,2503.0,Spink,"358,691",Sanborn County,2345
2461,2504.0,Stanley,"128,652",Spink County,6401
2462,2505.0,Sully,"114,872",Stanley County,3129
2463,2506.0,Todd,"199,745",Sully County,1377
2464,2507.0,Tripp,"239,601",Todd County,10303
2465,2508.0,Turner,"372,748",Tripp County,5430
2466,2509.0,Union,"1,295,029",Turner County,8316
2467,2510.0,Walworth,"210,396",Union County,16003
2468,2511.0,Yankton,"1,135,918",Walworth County,5421
2469,2512.0,Ziebach,"41,904",Yankton County,22837
2470,2514.0,Tennessee,"329,111,630",Ziebach County,2801
2471,2515.0,Anderson,"4,570,679",Tennessee,6830325
2472,2516.0,Bedford,"1,777,053",Anderson County,76991
2473,2517.0,Benton,"310,809",Bedford County,49684
2474,2518.0,Bledsoe,"186,735",Benton County,16199
2475,2519.0,Blount,"5,346,896",Bledsoe County,15085
2476,2520.0,Bradley,"3,986,072",Blount County,133396
2477,2521.0,Campbell,"861,493",Bradley County,108233
2478,2522.0,Cannon,"230,609",Campbell County,39778
2479,2523.0,Carroll,"603,978",Cannon County,14583
2480,2524.0,Carter,"932,674",Carroll County,27710
2481,2525.0,Cheatham,"1,056,945",Carter County,56396
2482,2526.0,Chester,"327,038",Cheatham County,40828
2483,2527.0,Claiborne,"723,501",Chester County,17306
2484,2528.0,Clay,"158,594",Claiborne County,31919
2485,2529.0,Cocke,"695,042",Clay County,7597
2486,2530.0,Coffee,"2,687,048",Cocke County,36017
2487,2531.0,Crockett,"510,425",Coffee County,56717
2488,2532.0,Cumberland,"1,555,649",Crockett County,14189
2489,2533.0,Davidson,"65,576,681",Cumberland County,60832
2490,2534.0,Decatur,"283,892",Davidson County,692999
2491,2535.0,DeKalb,"592,964",Decatur County,11608
2492,2536.0,Dickson,"1,800,624",DeKalb County,20409
2493,2537.0,Dyer,"1,544,657",Dickson County,53856
2494,2538.0,Fayette,"1,015,297",Dyer County,37122
2495,2539.0,Fentress,"429,790",Fayette County,41044
2496,2540.0,Franklin,"1,076,271",Fentress County,18568
2497,2541.0,Gibson,"1,315,988",Franklin County,42255
2498,2542.0,Giles,"1,025,107",Gibson County,49114
2499,2543.0,Grainger,"379,408",Giles County,29481
2500,2544.0,Greene,"2,182,765",Grainger County,23406
2501,2545.0,Grundy,"212,465",Greene County,69127
2502,2546.0,Hamblen,"2,790,489",Grundy County,13409
2503,2547.0,Hamilton,"23,006,016",Hamblen County,64873
2504,2548.0,Hancock,"75,082",Hamilton County,367776
2505,2549.0,Hardeman,"526,207",Hancock County,6605
2506,2550.0,Hardin,"841,457",Hardeman County,25049
2507,2551.0,Hawkins,"1,480,785",Hardin County,25627
2508,2552.0,Haywood,"615,248",Hawkins County,56855
2509,2553.0,Henderson,"653,126",Haywood County,17244
2510,2554.0,Henry,"1,127,724",Henderson County,28050
2511,2555.0,Hickman,"416,198",Henry County,32309
2512,2556.0,Houston,"133,739",Hickman County,25155
2513,2557.0,Humphreys,"639,762",Houston County,8206
2514,2558.0,Jackson,"192,060",Humphreys County,18596
2515,2559.0,Jefferson,"1,475,668",Jackson County,11838
2516,2560.0,Johnson,"363,486",Jefferson County,54563
2517,2561.0,Knox,"24,604,994",Johnson County,17773
2518,2562.0,Lake,"128,881",Knox County,470137
2519,2563.0,Lauderdale,"642,459",Lake County,7010
2520,2564.0,Lawrence,"945,090",Lauderdale County,25608
2521,2565.0,Lewis,"257,030",Lawrence County,44163
2522,2566.0,Lincoln,"980,756",Lewis County,12267
2523,2567.0,Loudon,"1,877,917",Lincoln County,34436
2524,2568.0,McMinn,"1,926,348",Loudon County,54039
2525,2569.0,McNairy,"504,792",McMinn County,53810
2526,2570.0,Macon,"479,998",McNairy County,25662
2527,2571.0,Madison,"5,455,918",Macon County,24624
2528,2572.0,Marion,"699,709",Madison County,98046
2529,2573.0,Marshall,"1,175,943",Marion County,28878
2530,2574.0,Maury,"3,845,992",Marshall County,34507
