CTYNAME,GDP2019,CTYNAME,POPESTIMATE2019
Utah,171134713.00,Utah,3203383
Beaver,419707.00,Beaver County,6725
Box Elder,2306970.00,Box Elder County,55957
Cache,5241528.00,Cache County,128309
Carbon,1138829.00,Carbon County,20476
Daggett,132768.00,Daggett County,964
Davis,14303118.00,Davis County,355304
Duchesne,1155080.00,Duchesne County,19877
Emery,932010.00,Emery County,10061
Garfield,250021.00,Garfield County,5000
Grand,609264.00,Grand County,9773
Iron,1701006.00,Iron County,55269
Juab,482760.00,Juab County,12002
Kane,319389.00,Kane County,7873
Millard,828757.00,Millard County,13100
Morgan,285871.00,Morgan County,12115
Piute,71661.00,Piute County,1472
Rich,148732.00,Rich County,2468
Salt Lake,86713524.00,Salt Lake County,1158585
San Juan,506988.00,San Juan County,15228
Sanpete,816725.00,Sanpete County,30986
Sevier,1187481.00,Sevier County,21636
Summit,3150354.00,Summit County,42081
Tooele,1786767.00,Tooele County,72110
Uintah,1860884.00,Uintah County,35806
Utah,26983699.00,Utah County,635675
Wasatch,969549.00,Wasatch County,34210
Washington,6041044.00,Washington County,177938
Wayne,108355.00,Wayne County,2703
Weber,10347584.00,Weber County,259680
Vermont,29902839.00,Vermont,624046
Addison,1579129.00,Addison County,36994
Bennington,1543050.00,Bennington County,35532
Caledonia,1005625.00,Caledonia County,29860
Chittenden,10632821.00,Chittenden County,163918
Essex,138075.00,Essex County,6145
Franklin,1963786.00,Franklin County,49384
Grand Isle,188046.00,Grand Isle County,7208
Lamoille,1018478.00,Lamoille County,25420
Orange,740394.00,Orange County,28809
Orleans,979997.00,Orleans County,26934
Rutland,2352696.00,Rutland County,58125
Washington,3367064.00,Washington County,58458
Windham,2052930.00,Windham County,42227
Windsor,2354202.00,Windsor County,55032
Virginia,487251631.00,Virginia,8556642
Accomack,1582822.00,Accomack County,32325
Albemarle County,5367740.00,Albemarle County,109843
Alleghany County,405858.50,Alleghany County,14898
Amelia,268156.00,Amelia County,13058
Amherst,735759.00,Amherst County,31678
Appomattox,262388.00,Appomattox County,15902
Arlington,32930931.00,Arlington County,238392
Augusta County,1569124.00,Augusta County,76120
Bath,217236.00,Bath County,4169
Bedford,1811923.00,Bedford County,79431
Bland,205737.00,Bland County,6292
Botetourt,1156685.00,Botetourt County,33500
Brunswick,715542.00,Brunswick County,16176
Buchanan,1099109.00,Buchanan County,21031
Buckingham,487257.00,Buckingham County,17134
Campbell County,3377118.50,Campbell County,55371
Caroline,673499.00,Caroline County,30745
Carroll County,424746.00,Carroll County,30022
Charles City,200759.00,Charles City County,6969
Charlotte,227662.00,Charlotte County,11849
Chesterfield,14348174.00,Chesterfield County,353376
Clarke,442927.00,Clarke County,14576
Craig,91025.00,Craig County,5127
Culpeper,1679918.00,Culpeper County,52722
Cumberland,138125.00,Cumberland County,9967
Dickenson,515326.00,Dickenson County,14295
Dinwiddie County,858318.33,Dinwiddie County,28804
Essex,351770.00,Essex County,10936
Fairfax County,37926824.00,Fairfax County,1152359
Fauquier,2516311.00,Fauquier County,71297
Floyd,335294.00,Floyd County,15796
Fluvanna,814184.00,Fluvanna County,27266
Franklin,1387760.00,Franklin County,56185
Frederick County,3025186.00,Frederick County,89483
Giles,445583.00,Giles County,16693
Gloucester,811148.00,Gloucester County,37499
Goochland,2273664.00,Goochland County,23949
Grayson,260007.00,Grayson County,15574
Greene,421735.00,Greene County,19901
Greensville County,603480.50,Greensville County,11289
Halifax,1089647.00,Halifax County,34035
Hanover,5378892.00,Hanover County,107535
Henrico,26686265.00,Henrico County,332513
Henry County,1004576.50,Henry County,50724
Highland,68674.00,Highland County,2176
Isle of Wight,1267956.00,Isle of Wight County,37400
James City County,2373145.50,James City County,76838
King and Queen,127542.00,King and Queen County,7011
King George,1822792.00,King George County,26981
King William,469472.00,King William County,17198
Lancaster,409913.00,Lancaster County,10619
Lee,367913.00,Lee County,23540
Loudoun,27268208.00,Loudoun County,414872
Louisa,1983012.00,Louisa County,37477
Lunenburg,210841.00,Lunenburg County,12251
Madison,330903.00,Madison County,13213
Mathews,199538.00,Mathews County,8782
Mecklenburg,901123.00,Mecklenburg County,30723
Middlesex,345289.00,Middlesex County,10561
Montgomery County,2381583.50,Montgomery County,98872
Nelson,482176.00,Nelson County,14867
New Kent,496686.00,New Kent County,22984
Northampton,449593.00,Northampton County,11800
Northumberland,406156.00,Northumberland County,12069
Nottoway,471813.00,Nottoway County,15206
Orange,1050074.00,Orange County,36941
Page,595270.00,Page County,23937
Patrick,384345.00,Patrick County,17592
Pittsylvania County,1583326.50,Pittsylvania County,60470
Powhatan,738854.00,Powhatan County,29734
Prince Edward,651059.00,Prince Edward County,22827
Prince George County,1790501.00,Prince George County,38528
Prince William County,6413139.00,Prince William County,471774
Pulaski,1255179.00,Pulaski County,34009
Rappahannock,294664.00,Rappahannock County,7372
Richmond,265206.00,Richmond County,9066
Roanoke County,2777230.00,Roanoke County,94423
Rockbridge County,389552.00,Rockbridge County,22774
Rockingham County,3670465.00,Rockingham County,82140
Russell,616876.00,Russell County,26739
Scott,377405.00,Scott County,21578
Shenandoah,1641286.00,Shenandoah County,43557
Smyth,947116.00,Smyth County,30182
Southampton County,361597.50,Southampton County,17797
Spotsylvania County,2852763.00,Spotsylvania County,136447
Stafford,5183674.00,Stafford County,153775
Surry,1006495.00,Surry County,6407
Sussex,340831.00,Sussex County,11092
Tazewell,1133180.00,Tazewell County,40734
Warren,1620127.00,Warren County,40235
Washington County,1595718.50,Washington County,53852
Westmoreland,432216.00,Westmoreland County,18029
Wise County,695766.50,Wise County,37427
Wythe,1307389.00,Wythe County,28618
York County,1247577.00,York County,68579
Alexandria,13368490.00,Alexandria city,159050
Bristol city,1595718.50,Bristol city,17036
Buena Vista city,389552.00,Buena Vista city,6481
Charlottesville city,5367740.00,Charlottesville city,47283
Chesapeake,9344726.00,Chesapeake city,245403
Colonial Heights city,858318.33,Colonial Heights city,17089
Covington city,405858.50,Covington city,5622
Danville city,1583326.50,Danville city,40036
Emporia city,603480.50,Emporia city,5409
Fairfax city,37926824.00,Fairfax city,23294
Falls Church city,37926824.00,Falls Church city,14551
Franklin city,361597.50,Franklin city,7867
Fredericksburg city,2852763.00,Fredericksburg city,29254
Galax city,424746.00,Galax city,6324
Hampton,6044414.00,Hampton city,135048
Harrisonburg city,3670465.00,Harrisonburg city,53379
Hopewell city,1790501.00,Hopewell city,22523
Lexington city,389552.00,Lexington city,7246
Lynchburg city,3377118.50,Lynchburg city,81753
Manassas city,6413139.00,Manassas city,40907
Manassas Park city,6413139.00,Manassas Park city,18071
Martinsville city,1004576.50,Martinsville city,12443
Newport News,12114711.00,Newport News city,179736
Norfolk,17772146.00,Norfolk city,243581
Norton city,695766.50,Norton city,3983
Petersburg city,858318.33,Petersburg city,30593
Poquoson city,1247577.00,Poquoson city,12228
Portsmouth,5472530.00,Portsmouth city,94582
Radford city,2381583.50,Radford city,18107
Richmond,20694025.00,Richmond city,231027
Roanoke,6377991.00,Roanoke city,99216
Salem city,2777230.00,Salem city,25209
Staunton city,1569124.00,Staunton city,24916
Suffolk,3506623.00,Suffolk city,92277
Virginia Beach,19685107.00,Virginia Beach city,450766
Waynesboro city,1569124.00,Waynesboro city,22416
Williamsburg city,2373145.50,Williamsburg city,15019
Winchester city,3025186.00,Winchester city,28036
Washington,535980514.00,Washington,7614024
Adams,923667.00,Adams County,19959
Asotin,610859.00,Asotin County,22687
Benton,10969021.00,Benton County,204173
Chelan,4175503.00,Chelan County,77053
Clallam,2281222.00,Clallam County,77457
Clark,19842592.00,Clark County,489271
Columbia,357570.00,Columbia County,4023
Cowlitz,4585917.00,Cowlitz County,110389
Douglas,1640444.00,Douglas County,43251
Ferry,179214.00,Ferry County,7676
Franklin,3725217.00,Franklin County,95446
Garfield,143783.00,Garfield County,2266
Grant,5218536.00,Grant County,97959
Grays Harbor,2254969.00,Grays Harbor County,75047
Island,2940564.00,Island County,85344
Jefferson,983896.00,Jefferson County,32347
King,293178141.00,King County,2249653
Kitsap,11275707.00,Kitsap County,272299
Kittitas,1633671.00,Kittitas County,47856
Klickitat,1583910.00,Klickitat County,22433
Lewis,3128591.00,Lewis County,80599
Lincoln,432953.00,Lincoln County,10938
Mason,1476139.00,Mason County,66939
Okanogan,1441381.00,Okanogan County,42403
Pacific,661546.00,Pacific County,22517
Pend Oreille,532752.00,Pend Oreille County,13726
Pierce,40008149.00,Pierce County,905719
San Juan,716828.00,San Juan County,17352
Skagit,7115536.00,Skagit County,129181
Skamania,245424.00,Skamania County,12096
Snohomish,45380868.00,Snohomish County,822413
Spokane,23798009.00,Spokane County,522231
Stevens,990813.00,Stevens County,45815
Thurston,12511137.00,Thurston County,289661
Wahkiakum,83173.00,Wahkiakum County,4420
Walla Walla,3245485.00,Walla Walla County,61062
Whatcom,13629262.00,Whatcom County,228675
Whitman,2320680.00,Whitman County,50136
Yakima,10043074.00,Yakima County,251552
West Virginia,72542927.00,West Virginia,1795263
Barbour,418599.00,Barbour County,16466
Berkeley,3568921.00,Berkeley County,119623
Boone,670569.00,Boone County,21352
Braxton,286726.00,Braxton County,13894
Brooke,1023404.00,Brooke County,21924
Cabell,4519107.00,Cabell County,91897
Calhoun,111903.00,Calhoun County,7077
Clay,119758.00,Clay County,8506
Doddridge,1478549.00,Doddridge County,8451
Fayette,1024217.00,Fayette County,42500
Gilmer,183047.00,Gilmer County,7888
Grant,391569.00,Grant County,11486
Greenbrier,1073935.00,Greenbrier County,34634
Hampshire,379825.00,Hampshire County,23213
Hancock,1108227.00,Hancock County,28834
Hardy,526454.00,Hardy County,13825
Harrison,4377636.00,Harrison County,67339
Jackson,944867.00,Jackson County,28661
Jefferson,1609123.00,Jefferson County,57347
Kanawha,9747858.00,Kanawha County,178393
Lewis,665325.00,Lewis County,15877
Lincoln,246754.00,Lincoln County,20453
Logan,1306305.00,Logan County,31989
McDowell,586172.00,McDowell County,17600
Marion,2268371.00,Marion County,56077
Marshall,2848741.00,Marshall County,30558
Mason,714968.00,Mason County,26572
Mercer,1548261.00,Mercer County,58823
Mineral,726940.00,Mineral County,26904
Mingo,661582.00,Mingo County,23390
Monongalia,6116729.00,Monongalia County,106281
Monroe,169047.00,Monroe County,13295
Morgan,302883.00,Morgan County,17875
Nicholas,583478.00,Nicholas County,24569
Ohio,3420746.00,Ohio County,41626
Pendleton,138189.00,Pendleton County,6960
Pleasants,422536.00,Pleasants County,7416
Pocahontas,241787.00,Pocahontas County,8274
Preston,683202.00,Preston County,33479
Putnam,2592552.00,Putnam County,56507
Raleigh,2889597.00,Raleigh County,73659
Randolph,817551.00,Randolph County,28670
Ritchie,731336.00,Ritchie County,9616
Roane,282233.00,Roane County,13651
Summers,190107.00,Summers County,12536
Taylor,575134.00,Taylor County,16707
Tucker,292143.00,Tucker County,6891
Tyler,681423.00,Tyler County,8622
Upshur,700279.00,Upshur County,24315
Wayne,961678.00,Wayne County,39552
Webster,154672.00,Webster County,8179
Wetzel,977845.00,Wetzel County,15130
Wirt,61369.00,Wirt County,5783
Wood,3115737.00,Wood County,83668
Wyoming,551634.00,Wyoming County,20449
Wisconsin,303891178.00,Wisconsin,5824581
Adams,532566.00,Adams County,20268
Ashland,674573.00,Ashland County,15506
Barron,1980728.00,Barron County,45226
Bayfield,419615.00,Bayfield County,15172
Brown,16948230.00,Brown County,263899
Buffalo,448784.00,Buffalo County,13012
Burnett,485969.00,Burnett County,15390
Calumet,1544541.00,Calumet County,50112
Chippewa,2698020.00,Chippewa County,64692
Clark,1418479.00,Clark County,34785
Columbia,2598307.00,Columbia County,57537
Crawford,679143.00,Crawford County,16121
Dane,40879006.00,Dane County,547637
Dodge,3356258.00,Dodge County,87626
Door,1225342.00,Door County,27752
Douglas,1730178.00,Douglas County,43506
Dunn,1698717.00,Dunn County,45384
Eau Claire,5920439.00,Eau Claire County,104466
Florence,134261.00,Florence County,4300
Fond du Lac,4844569.00,Fond du Lac County,103079
Forest,283358.00,Forest County,9034
Grant,2190118.00,Grant County,51509
Green,1670052.00,Green County,36853
Green Lake,578742.00,Green Lake County,18910
Iowa,1022840.00,Iowa County,23648
Iron,163936.00,Iron County,5688
Jackson,810108.00,Jackson County,20676
Jefferson,3263417.00,Jefferson County,84829
Juneau,870455.00,Juneau County,26688
Kenosha,6404892.00,Kenosha County,169760
Kewaunee,866477.00,Kewaunee County,20451
La Crosse,6859464.00,La Crosse County,118151
Lafayette,572128.00,Lafayette County,16667
Langlade,701086.00,Langlade County,19208
Lincoln,1231413.00,Lincoln County,27596
Manitowoc,3690268.00,Manitowoc County,78785
Marathon,8151531.00,Marathon County,135697
Marinette,1866945.00,Marinette County,40256
Marquette,404332.00,Marquette County,15537
Menominee,149457.00,Menominee County,4553
Milwaukee,52958592.00,Milwaukee County,947011
Monroe,2140411.00,Monroe County,46674
Oconto,1001617.00,Oconto County,38057
Oneida,1560208.00,Oneida County,35607
Outagamie,11839511.00,Outagamie County,187927
Ozaukee,4981660.00,Ozaukee County,89597
Pepin,258933.00,Pepin County,7265
Pierce,1082541.00,Pierce County,42768
Polk,1464080.00,Polk County,43705
Portage,3871435.00,Portage County,70943
Price,574815.00,Price County,13347
Racine,7328811.00,Racine County,196204
Richland,731935.00,Richland County,17313
Rock,6847338.00,Rock County,163120
Rusk,531227.00,Rusk County,14091
St. Croix,3641553.00,St. Croix County,90691
Sauk,3581017.00,Sauk County,64420
Sawyer,612093.00,Sawyer County,16540
Shawano,1331621.00,Shawano County,40794
Sheboygan,6503641.00,Sheboygan County,115232
Taylor,840199.00,Taylor County,20340
Trempealeau,1278332.00,Trempealeau County,29583
Vernon,1013205.00,Vernon County,30877
Vilas,837370.00,Vilas County,22153
Walworth,4026693.00,Walworth County,103898
Washburn,548091.00,Washburn County,15764
Washington,6157756.00,Washington County,136302
Waukesha,28533170.00,Waukesha County,404545
Waupaca,1892753.00,Waupaca County,50863
Waushara,623833.00,Waushara County,24388
Winnebago,9704179.00,Winnebago County,171801
Wood,3683297.00,Wood County,72795
Wyoming,38628445.00,Wyoming,580116
Albany,1341209.00,Albany County,38819
Big Horn,502059.00,Big Horn County,11746
Campbell,5458527.00,Campbell County,46420
Carbon,1733793.00,Carbon County,14832
Converse,1767039.00,Converse County,13865
Crook,288439.00,Crook County,7573
Fremont,1607240.00,Fremont County,39467
Goshen,491917.00,Goshen County,13225
Hot Springs,283627.00,Hot Springs County,4415
Johnson,440162.00,Johnson County,8548
Laramie,5582066.00,Laramie County,99865
Lincoln,852156.00,Lincoln County,19934
Natrona,5555850.00,Natrona County,79734
Niobrara,127318.00,Niobrara County,2340
Park,1410646.00,Park County,29192
Platte,561748.00,Platte County,8475
Sheridan,1288943.00,Sheridan County,30597
Sublette,1617641.00,Sublette County,9867
Sweetwater,3677972.00,Sweetwater County,42917
Teton,2268742.00,Teton County,23385
Uinta,881052.00,Uinta County,20196
Washakie,349686.00,Washakie County,7824
Weston,322576.00,Weston County,6880
